state,item_name,rasa,virya,vipaka,dosha_impact,effect_on_agni,best_use_case
Tripura,Chakra Methi,Bitter,Ushna,Bitter,Balances Kapha,Agni enhancing,Stir-fry or side dish
Tripura,Steamed Rice with Vegetables,Madhura,Ushna,Madhura,Balances all doshas,Enhancing,Balanced meal
Tripura,Bamboo Shoot Pickle,Katu,Ushna,Katu,Balances Kapha,Stimulating,Condiment
Tripura,Tapioca Pudding,Madhura,Ushna,Madhura,Balances Vata and Pitta,Enhances,Dessert or sweet snack
Tripura,Pumpkin Curry,Madhura,Ushna,Madhura,Balances Vata and Pitta,Enhancing,Comfort food
Tripura,Kharshing (Spicy Vegetable Salad),Katu,Ushna,Katu,Balances Kapha,Stimulating,Appetizer
Tripura,Kokhra Pitha,Madhura,Ushna,Madhura,Balances Vata,Enhances,Snack during festivals
Tripura,Stir-Fried Mustard Greens,Bitter,Ushna,Bitter,Balances Kapha,Agni enhancing,Nutrient-rich side dish
Tripura,Kaju Curry (Vegetarian),Madhura,Ushna,Madhura,Balances all doshas,Enhancing,Rich vegetarian meal
Tripura,Vegetable Stew,Madhura,Ushna,Madhura,Balances Vata,Enhancing,Hearty and wholesome dish
Tripura,Sukhua Bhaji,Katy,Ushna,Katy,Balances Kapha,Stimulating,Accompaniment with rice
Uttar Pradesh,Aloo Paratha,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha balancing",Agni enhancing,Breakfast or brunch
Uttar Pradesh,Chole Bhature,"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni enhancing,Lunch or special occasions
Uttar Pradesh,Paneer Bhurji,"Madhura, Amla",Ushna,Madhura,Vata balancing,Agni enhancing,Lunch or light dinner
Uttar Pradesh,Dal Tadka,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha balancing",Agni enhancing,Lunch or dinner
Uttar Pradesh,Kachori,"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni enhancing,Snack or breakfast
Uttar Pradesh,Puri,Madhura,Ushna,Madhura,"Vata, Kapha aggravating",Agni enhancing,Festivals or special occasions
Uttar Pradesh,Baida Roti,"Madhura, Amla",Ushna,Madhura,Vata balancing,Agni enhancing,Evening snack
Uttar Pradesh,Samosa,"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni enhancing,Snack or tea time
Uttar Pradesh,Rajma,"Madhura, Amla",Ushna,Madhura,Vata balancing,Agni enhancing,Lunch or dinner
Uttar Pradesh,Pav Bhaji,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha balancing",Agni enhancing,Snacks or street food
Uttar Pradesh,Biryani (Vegetable),"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni enhancing,Lunch or festive meal
Uttar Pradesh,Paneer Tikka,"Madhura, Amla",Ushna,Madhura,Vata balancing,Agni enhancing,Appetizer or snack
Uttar Pradesh,Vegetable Korma,"Madhura, Amla",Ushna,Madhura,Vata balancing,Agni enhancing,Main course in meals
Uttar Pradesh,Bofali,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha balancing",Agni enhancing,Snack or breakfast
Uttar Pradesh,Lassi,Madhura,Ushna,Madhura,Balanced,Agni pacifying,"Refreshing drink, lunch accompaniment"
Uttar Pradesh,Dhokla,"Madhura, Amla",Ushna,Madhura,Kapha balancing,Agni enhancing,Snack or breakfast
Uttar Pradesh,Kheer,Madhura,Ushna,Madhura,Balanced,Agni enhancing,Dessert or sweet dish
Uttar Pradesh,Gulab Jamun,Madhura,Ushna,Madhura,Kapha aggravating,Agni pacifying,Dessert or celebration
Uttar Pradesh,Malai Kofta,Madhura,Ushna,Madhura,Vata balancing,Agni enhancing,Main course in meals
Uttar Pradesh,Pav Bhaaji,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha balancing",Agni enhancing,"Street food, quick meals"
Uttar Pradesh,Gajar Ka Halwa,Madhura,Ushna,Madhura,Vata balancing,Agni enhancing,Dessert or festive meal
Uttar Pradesh,Hariyali Sabzi,"Amla, Tikta",Ushna,Madhura,Kapha balancing,Agni enhancing,Main course with rice
Uttar Pradesh,Tofu Curry,"Madhura, Tikta",Ushna,Madhura,Vata balancing,Agni enhancing,Lunch or dinner
Uttar Pradesh,Methi Thepla,"Madhura, Amla",Ushna,Madhura,Kapha balancing,Agni enhancing,Breakfast or snack
Uttar Pradesh,Vegetable Pulao,"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni enhancing,Lunch or dinner
Uttar Pradesh,Aloo Tikki,"Lavana, Madhura",Ushna,Madhura,"Vata, Kapha",Uppal,Snack or appetizer
Uttar Pradesh,Chole Bhature,"Amla, Lavana",Ushna,Madhura,"Vata, Pitta",Uppal,Main meal
Uttar Pradesh,Puri,Madhura,Ushna,Madhura,"Vata, Kapha",Uppal,Breakfast or snack
Uttar Pradesh,Samosa,Lavana,Ushna,Madhura,"Vata, Kapha",Uppal,Tea time snack
Uttar Pradesh,Pav Bhaji,Madhura,Ushna,Madhura,"Vata, Pitta",Uppal,Street food
Uttar Pradesh,Kachori,Lavana,Ushna,Madhura,"Vata, Kapha",Uppal,Breakfast or snack
Uttar Pradesh,Bhindi Masala,"Katu, Amla",Ushna,Amla,"Vata, Pitta",Uppal,Main dish with roti
Uttar Pradesh,Litti Chokha,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha",Uppal,Main meal
Uttar Pradesh,Paneer Tikka,"Madhura, Katu",Ushna,Madhura,"Vata, Pitta",Uppal,Appetizer or snack
Uttar Pradesh,Aloo Gobi,"Madhura, Amla",Ushna,Madhura,"Vata, Kapha",Uppal,Main dish with roti
Uttar Pradesh,Dal Makhani,"Amla, Madhura",Ushna,Madhura,"Vata, Pitta",Sookshma,Main meal with rice or roti
Uttar Pradesh,Chaat,"Lavana, Katu",Ushna,Madhura,"Vata, Pitta",Uppal,Snack or appetizer
Uttar Pradesh,Gajar Ka Halwa,Madhura,Ushna,Madhura,"Vata, Kapha",Uppal,Dessert
Uttar Pradesh,Raita,"Madhura, Amla",Shita,Madhura,Vata,Uppal,Side dish with meals
Uttar Pradesh,Paneer Butter Masala,Madhura,Ushna,Madhura,"Vata, Pitta",Uppal,Main meal with rice or roti
Uttar Pradesh,Vegetable Biryani,"Madhura, Amla",Ushna,Madhura,Vata,Uppal,Main meal
Uttar Pradesh,Masoor Dal,"Amla, Madhura",Ushna,Madhura,"Vata, Kapha",Uppal,Main dish with roti or rice
Uttar Pradesh,Phaal,"Katu, Amla",Ushna,Amla,Pitta,Uppal,Spicy main plate
Uttar Pradesh,Dahi Vada,"Madhura, Amla",Shita,Madhura,Kapha,Uppal,Snack or appetizer
Uttar Pradesh,Pasta,Madhura,Ushna,Madhura,"Vata, Kapha",Uppal,Main meal
Uttar Pradesh,Methi Thepla,"Katu, Amla",Ushna,Madhura,"Vata, Pitta",Uppal,Breakfast or snack
Uttar Pradesh,Khichdi,"Madhura, Amla",Ushna,Madhura,Vata,Uppal,"Main meal, comfort food"
Uttar Pradesh,Seviyan,Madhura,Ushna,Madhura,"Vata, Kapha",Uppal,Dessert or sweet dish
Uttar Pradesh,Aloo Tikki,"Madhura, Amla",Ushna,Madhura,Vata-Pacifying,Balancing,Snack or appetizer
Uttar Pradesh,Chole Bhature,"Madhura, Katu",Ushna,Madhura,Kapha-Pacifying,Stimulating,Main course meal
Uttar Pradesh,Kachori,"Lavana, Katu",Ushna,Katu,Vata and Kapha-Pacifying,Stimulating,Breakfast or snack
Uttar Pradesh,Puri Sabzi,"Madhura, Katu",Ushna,Madhura,Vata-Pacifying,Balancing,Breakfast or brunch
Uttar Pradesh,Palak Ki Thalipeeth,"Amla, Katu",Ushna,Madhura,Vata and Pitta-Pacifying,Balancing,Main course meal
Uttar Pradesh,Daal Tadka,"Madhura, Katu",Ushna,Madhura,Vata-Pacifying,Stimulating,Main course meal
Uttar Pradesh,Bhindi Masala,"Amla, Katu",Ushna,Madhura,Pitta-Pacifying,Balancing,Side dish for rice or roti
Uttar Pradesh,Samosa,"Madhura, Katu",Ushna,Madhura,Vata-Pacifying,Stimulating,Snack or appetizer
Uttar Pradesh,Dal Bukhara,Madhura,Ushna,Madhura,Vata-Pacifying,Balancing,Main course meal
Uttar Pradesh,Paneer Tikka,"Madhura, Katu",Ushna,Madhura,Vata and Pitta-Pacifying,Stimulating,Appetizer or side dish
Uttar Pradesh,Roti,Madhura,Ushna,Madhura,Balancing for all doshas,Balancing,Staple with any meal
Uttar Pradesh,Tandoori Roti,Madhura,Ushna,Madhura,Balancing for all doshas,Balancing,Accompaniment to gravies
Uttar Pradesh,Aloo Gobi,"Amla, Katu",Ushna,Madhura,Vata-Pacifying,Stimulating,Side dish for rice or roti
Uttar Pradesh,Paneer Butter Masala,"Madhura, Amla",Ushna,Madhura,Vata and Pitta-Pacifying,Balancing,Main course meal
Uttar Pradesh,Chaat,"Madhura, Katu, Amla",Ushna,Madhura,Vata and Kapha-Pacifying,Stimulating,Snack or street food
Uttar Pradesh,Rasgulla,Madhura,Ushna,Madhura,Kapha-Pacifying,Balancing,Dessert
Uttar Pradesh,Kheer,Madhura,Ushna,Madhura,Kapha-Pacifying,Balancing,Dessert
Uttar Pradesh,Lassi,"Madhura, Amla",Sheeta,Madhura,Pitta-Pacifying,Balancing,Beverage for digestive health
Uttar Pradesh,Aloo Paratha,"Madhura, Katu",Ushna,Madhura,Vata and Kapha-Pacifying,Stimulating,Breakfast or brunch
Uttar Pradesh,Gulab Jamun,Madhura,Ushna,Madhura,Kapha-Pacifying,Balancing,Dessert
Uttar Pradesh,Seviyan,Madhura,Ushna,Madhura,Kapha-Pacifying,Balancing,Dessert
Uttar Pradesh,Methi Thepla,"Amla, Katu",Ushna,Madhura,Kapha-Pacifying,Stimulating,Breakfast or snack
Uttar Pradesh,Aloo Tikki,"Madhura, Amla",Ushna,Madhura,Vata and Kapha dosha pacifying,Agni stimulating,As a snack or starter
Uttar Pradesh,Chole Bhature,"Amla, Madhura",Ushna,Madhura,Kapha aggravating,Agni enhancing,For breakfast or lunch
Uttar Pradesh,Puri Sabzi,"Madhura, Amla",Ushna,Madhura,Vata and Kapha pacifying,Agni stimulating,As a festive meal
Uttar Pradesh,Kachori,"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni enhancing,As a snack with chutney
Uttar Pradesh,Aloo Gobi,"Madhura, Tikta",Ushna,Madhura,Pitta pacifying,Agni balancing,With chapati or rice
Uttar Pradesh,Paneer Tikka,"Madhura, Amla",Ushna,Madhura,Vata pacifying,Agni enhancing,As an appetizer
Uttar Pradesh,Rajma,"Madhura, Amla",Ushna,Madhura,Vata pacifying,Agni enhancing,With rice for a main meal
Uttar Pradesh,Daal Makhani,"Madhura, Amla",Ushna,Madhura,Vata and Pitta pacifying,Agni stimulating,With naan or rice
Uttar Pradesh,Baida Roti,"Madhura, Amla",Ushna,Madhura,Vata aggravating,Agni enhancing,As a street food option
Uttar Pradesh,Biryani,"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni stimulating,For special occasions
Uttar Pradesh,Samosa,"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni enhancing,As a popular snack
Uttar Pradesh,Seviyan Kheer,Madhura,Ushna,Madhura,Pitta pacifying,Agni enhancing,As a dessert or sweet dish
Uttar Pradesh,Litti Chokha,Madhura,Ushna,Madhura,Vata pacifying,Agni stimulating,As a traditional meal
Uttar Pradesh,Gulab Jamun,Madhura,Ushna,Madhura,Pitta pacifying,Agni enhancing,As a festive sweet
Uttar Pradesh,Khichdi,Madhura,Ushna,Madhura,Vata pacifying,Agni balancing,As a comfort meal
Uttar Pradesh,Aloo Methi,"Madhura, Tikta",Ushna,Madhura,Vata pacifying,Agni enhancing,With roti or paratha
Uttar Pradesh,Gajar Ka Halwa,"Madhura, Amla",Ushna,Madhura,Vata pacifying,Agni stimulating,As a dessert
Uttar Pradesh,Methi Thepla,"Madhura, Tikta",Ushna,Madhura,Vata pacifying,Agni enhancing,As a flatbread for meals
Uttar Pradesh,Dhokla,"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni stimulating,As a snack or breakfast
Uttar Pradesh,Chaat,"Amla, Madhura",Ushna,Madhura,Kapha aggravating,Agni enhancing,As a street food snack
Uttar Pradesh,Paneer Butter Masala,"Madhura, Amla",Ushna,Madhura,Vata and Pitta pacifying,Agni stimulating,With naan or rice
Uttar Pradesh,Dal Puri,"Madhura, Amla",Ushna,Madhura,Vata pacifying,Agni enhancing,For breakfast or brunch
Uttar Pradesh,Vegetable Biryani,"Madhura, Amla",Ushna,Madhura,Kapha aggravating,Agni stimulating,As a special occasion meal
Uttarakhand,Aloo ke Gutke,"Guru, Amla",Ushna,Madhura,Balances Vata and Kapha,Stimulates Agni,As a main dish with roti
Uttarakhand,Chainsoo,"Amla, Katu",Ushna,Madhura,Balances Vata and Kapha,Enhances Agni,Comfort food in winter
Uttarakhand,Bhang Ki Chutney,"Amla, Katu",Ushna,Katu,Balances Vata,Stimulates Agni,Pairing with parathas
Uttarakhand,Bal Mithai,Madhura,Sheeta,Madhura,Balances Vata and Pitta,Moderate,Sweets for festivals
Uttarakhand,Aloo Dum,"Madhura, Amla",Ushna,Madhura,Balances Vata,Enhances Agni,"Warm, hearty meal"
Uttarakhand,Kafli,Madhura,Ushna,Madhura,Balances Vata and Kapha,Moderate,Snack for tea time
Uttarakhand,Faal,Madhura,Ushna,Madhura,Balances Vata,Enhances Agni,Post-meal dessert
Uttarakhand,Phaanu,"Madhura, Amla",Ushna,Madhura,Balances Vata,Stimulates Agni,Traditional meal with rice
Uttarakhand,Singodi,Madhura,Ushna,Madhura,Balances Vata and Kapha,Moderate,Sweet snack for travels
Uttarakhand,Kumaoni Raita,"Amla, Madhura",Sheeta,Madhura,Balances Pitta,Soothing,With spicy main courses
Uttarakhand,Buda Kaal,"Madhura, Amla",Ushna,Madhura,Balances Vata,Enhances Agni,Breakfast dish with hot tea
Uttarakhand,Khushi,Madhura,Ushna,Madhura,Balances Vata and Kapha,Moderate,Party dessert item
Uttarakhand,Dubuk,"Madhura, Amla",Ushna,Madhura,Balances Vata,Stimulates Agni,Comfort during cold nights
Uttarakhand,Kumaoni Bhaat,Madhura,Ushna,Madhura,Balances Vata,Enhances Agni,With side dishes for main meal
Uttarakhand,Mangal Bhog,"Madhura, Katu",Ushna,Madhura,Balances Vata and Kapha,Moderate,Traditional feast item
Uttarakhand,Khaddu ka Jäla,Amla,Ushna,Katu,Balances Kapha,Stimulative,Tea time snack
Uttarakhand,Sooji Ka Halwa,Madhura,Ushna,Madhura,Balances Vata,Enhances Agni,Dessert for special occasions
Uttarakhand,Pahadi Daal,"Madhura, Amla",Ushna,Madhura,Balances Vata,Stimulates Agni,Accompaniment with rice
Uttarakhand,Almora Bhatt,Madhura,Ushna,Madhura,Balances Vata,Enhances Agni,Main dish served with roti
Uttarakhand,Paalak Ka Kaura,"Bitter, Astringent",Ushna,Madhura,Balances Vata and Pitta,Moderate,Snack or side dish
Uttarakhand,Dubki Raita,"Madhura, Amla",Sheeta,Madhura,Balances Pitta,Soothing,With spicy meals
Uttarakhand,Gahat Ki Daal,"Madhura, Katu",Ushna,Madhura,Balances Vata and Pitta,Stimulates Agni,With rice or roti
Uttarakhand,Aloo ke Gutke,"Katu, Amla",Ushan,Madhura,"Vata, Kapha",Slightly Aggravates,Snack or Side Dish
Uttarakhand,Gahar ka Halwa,"Madhura, Amla",Ushan,Madhura,"Vata, Pitta",Balances,Dessert
Uttarakhand,Singhori,"Madhura, Amla",Ushan,Madhura,"Vata, Kapha",Balances,Snack
Uttarakhand,Kadhi,"Amla, Katu",Ushan,Katu,"Kapha, Vata",Increases,Main Course
Uttarakhand,Muli ka Paratha,"Katu, Amla",Ushan,Katu,"Vata, Kapha",Increases,Breakfast or Lunch
Uttarakhand,Bal Mithai,Madhura,Ushan,Madhura,"Vata, Pitta",Balances,Dessert
Uttarakhand,Phaanu,"Madhura, Katu",Ushan,Madhura,"Vata, Kapha",Increases,Main Course
Uttarakhand,Raita,"Amla, Madhura",Ushna,Madhura,Pitta,Balances,Side Dish
Uttarakhand,Bhatt ki Churkani,"Madhura, Amla",Ushan,Madhura,"Vata, Kapha",Slightly Increases,Main Course
Uttarakhand,Dum Aloo,"Katu, Amla",Ushan,Madhura,"Vata, Kapha",Increases,Main Course
Uttarakhand,Jhangore ki Kheer,Madhura,Ushan,Madhura,"Vata, Pitta",Balances,Dessert
Uttarakhand,Kapuni,"Katu, Amla",Ushan,Katu,"Vata, Kapha",Increases,Main Course
Uttarakhand,Puri,Madhura,Ushan,Madhura,"Vata, Kapha",Balances,Main Course
Uttarakhand,Kachori,"Katu, Madhura",Ushan,Katu,"Vata, Kapha",Increases,Snack
Uttarakhand,Aloo Tamatar ki Sabzi,"Madhura, Amla",Ushan,Madhura,"Vata, Kapha",Balances,Main Course
Uttarakhand,Chaulai ki Kheer,Madhura,Ushan,Madhura,"Vata, Pitta",Balances,Dessert
Uttarakhand,Phool Gobi ki Sabzi,"Katu, Amla",Ushan,Katu,"Vata, Kapha",Increases,Main Course
Uttarakhand,Bhaang ki Chutney,"Amla, Katu",Ushan,Katu,"Pitta, Vata",Increases,Condiment
Uttarakhand,Vegetable Pulao,"Madhura, Amla",Ushan,Madhura,"Vata, Kapha",Balances,Main Course
Uttarakhand,Rasgulla,Madhura,Ushan,Madhura,"Vata, Pitta",Balances,Dessert
Uttarakhand,Tarbooj ka Halwa,Madhura,Ushan,Madhura,"Vata, Kapha",Balances,Dessert
Uttarakhand,Chakkuli,"Madhura, Amla",Ushan,Madhura,"Vata, Kapha",Balances,Snack
Uttarakhand,Aloo Ke Gutke,"Madhura, Tikta",Ushna,Madhura,Vata and Kapha balancing,Stimulates Agni,As a main snack or side dish
Uttarakhand,Bhatt Ki Chudki,"Madhura, Amla",Ushna,Katu,Balances Vata and Kapha,Improves digestion,When served with rice as a main course
Uttarakhand,Kandalee Saag,"Bitter, Astringent",Ushna,Katu,Balances all doshas,Enhances Agni,As a side dish with roti
Uttarakhand,Jhangora Ki Kheer,Madhura,Shita,Madhura,Balancing for Vata,Supports soothing Agni,As a dessert
Uttarakhand,Gahat Dal,"Madhura, Amla",Ushna,Katu,Balances Vata,Stimulates Agni,As a main protein source
Uttarakhand,Raita,"Madhura, Amla",Shita,Madhura,Balances Pitta,Soothing for Agni,As a cooling side dish
Uttarakhand,Almora Ka Bafla,Madhura,Ushna,Madhura,Balances Vata and Kapha,Enhances digestive fire,Served with various dals
Uttarakhand,Farak,"Madhura, Katu",Ushna,Katu,Balancing for Kapha,Invigorating for Agni,As a snack
Uttarakhand,Chaulai Ka Saag,"Amla, Usha",Shita,Madhura,Balances Pitta,Moderate effect on Agni,As a side dish
Uttarakhand,Singhal,"Madhura, Amla",Ushna,Katu,Balances Vata,Supports healthy digestion,As a filling snack
Uttarakhand,Dubki Kadhi,"Amla, Katu",Ushna,Madhura,Balancing for Vata and Kapha,Stimulates Agni,To accompany rice
Uttarakhand,Thadi,Madhura,Ushna,Madhura,Balances Vata and Pitta,Enhances appetite,As a traditional drink
Uttarakhand,Basaar,"Madhura, Amla",Ushna,Katu,Balancing for Kapha,Stimulates Agni,As a side dish
Uttarakhand,Kufli,Madhura,Shita,Madhura,Balances Pitta,Cooling effect on Agni,As a dessert
Uttarakhand,Pangat,Madhura,Ushna,Madhura,Balances Vata,Enhances Agni,As a main dish with rice
Uttarakhand,Bhindi Ki Sabji,"Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Stimulates Agni,As a side dish
Uttarakhand,Rajma,"Madhura, Amla",Ushna,Madhura,Balances Vata,Supports healthy digestion,With rice or roti
Uttarakhand,Puri,Madhura,Ushna,Madhura,Balances Vata,Enhances Agni,As a traditional bread
Uttarakhand,Sooji ka Halwa,Madhura,Ushna,Madhura,Balances Vata,Stimulating for Agni,As a dessert
Uttarakhand,Kharbooja ka Halwa,Madhura,Shita,Madhura,Balancing for Pitta,Cooling effect,As a refreshing dessert
Uttarakhand,Methi Thepla,"Madhura, Katu",Ushna,Madhura,Balances Vata,Enhances digestive power,As a savory snack
Uttarakhand,Kadi Pakora,"Amla, Katu",Ushna,Katu,Balances Vata and Kapha,Stimulates Agni,To accompany rice
Uttarakhand,Bhaang ki Chutney,"Madhura, Amla",Ushna,Katu,Balances Kapha,Stimulating for Agni,As a condiment
Uttarakhand,Palak Paneer,"Amla, Madhura",Ushna,Madhura,Balances Vata and Pitta,Enhances Agni,As a main dish
Uttarakhand,Aloo Ke Gutke,"Madhura, Amla",Ushna,Madhura,Balancing for Vata and Pitta,Strengthens Digestive Fire,As a main dish accompanied by roti
Uttarakhand,Gahat Ki Dal,"Madhura, Katu",Ushna,Madhura,Balancing for Vata and Kapha,Enhances Digestion,With rice or chapati for protein intake
Uttarakhand,Phaanu,"Amla, Katu",Ushna,Katu,Balancing for Vata,Stimulates Digestive Fire,As a wholesome meal with a side of chutney
Uttarakhand,Kumaoni Raita,"Madhura, Amla",Shita,Madhura,Soothing for Pitta,Coolant for Digestive Fire,As a side dish during summer months
Uttarakhand,Bhatt Ki Chudkani,"Madhura, Katu",Ushna,Madhura,Balancing for Vata,Enhances Dagestion,Served as a breakfast item
Uttarakhand,Kafuli,"Amla, Katu",Ushna,Katu,Balancing for Vata,Stimulating,As a side dish with rice or roti
Uttarakhand,Dubuk,"Madhura, Katu",Ushna,Madhura,Balancing for Vata,Gentle on the digestive system,For quick meals or tiffins
Uttarakhand,Bhang Ki Chutney,"Katu, Amla",Ushna,Katu,Balancing for Vata and Kapha,Stimulating,As a condiment with meals
Uttarakhand,Murgh Korma,"Madhura, Amla, Katu",Ushna,Madhura,Balancing for Vata and kapha,Enhances Agni,As a festive dish
Uttarakhand,Bada,"Madhura, Amla",Ushna,Madhura,Balancing for Vata,Stimulant,Deep-fried snack during festivals
Uttarakhand,Khandoli,"Amla, Katu",Ushna,Madhura,Balancing for Kapha,Enhancing,With rice for a hearty meal
Uttarakhand,Langda Aloo,"Madhura, Amla",Ushna,Madhura,Balancing for Pitta and Vata,Strengthening,Side dish or snack
Uttarakhand,Ram Chutney,"Katu, Amla",Ushna,Katu,Stimulating for Vata,Enhances Digestive Fire,With parathas or bhakri
Uttarakhand,Masala Bhat,"Madhura, Katu",Ushna,Madhura,Balancing for Kapha,Enhances Agni,As a fulfilling main dish
Uttarakhand,Roti Puri,Madhura,Ushna,Madhura,Balancing for Vata and Kapha,Supporting Agni,As a staple with various curries
Uttarakhand,Tamak,"Madhura, Katu",Ushna,Katu,Balancing for Vata,Enhancing,As a snack or light meal
Uttarakhand,Bhaang ki Chutney,"Amla, Katu",Ushna,Katu,Vata-pacifying,Improves Digestion,As a side with main dishes
